"","Process_type","Type","sum(pkn * c(1:K_))"
"1","Pkn_1","Posterior",3.1310625
"2","Pkn_1","Prior",3.075
"3","Pkn_2","Posterior",3.1071875
"4","Pkn_2","Prior",3.097
"5","Pkn_3","Posterior",3.1014375
"6","Pkn_3","Prior",3.03
"7","Pkn_4","Posterior",3.1244375
"8","Pkn_4","Prior",3.024
