"","Process_type","Type","sum(pkn * c(1:K_))"
"1","Pkn_1","Posterior",5.87126666666667
"2","Pkn_1","Prior",7.885
"3","Pkn_2","Posterior",9.43466666666666
"4","Pkn_2","Prior",9.956
"5","Pkn_3","Posterior",9.98913333333333
"6","Pkn_3","Prior",10
"7","Pkn_4","Posterior",9.99926666666667
"8","Pkn_4","Prior",10
